n_ws^third_composition_average,GSenergy_pa_composition_average,ICSDVolume_composition_average,GSenergy_pa_arithmetic_average,ThermalExpansionCoefficient_difference,IsSimpleCubic_composition_average,HeatVaporization_composition_average,GSvolume_pa_composition_average,ElasticModulus_min_value,ThermalExpansionCoefficient_composition_average,HeatVaporization_max_value,BoilingT_composition_average,Electronegativity_composition_average,HeatFusion_composition_average,AtomicVolume_difference,BCCenergy_pa_composition_average,MeltingT_max_value,MiracleRadius_min_value,BCCvolume_pa_composition_average,SecondIonizationEnergy_min_value
1.715,-5.7896162625,16.9875,-5.072936009999999,2.1999999999999997,0.0,455.14,17.0875,67.0,9.075,510.45,3818.25,2.25125,21.876875,14.830959937054898,-5.6707351325,2041.4,139.0,16.5725,16.53
1.295,-3.6645136525,23.8,-3.6645136525,9.499999999999998,0.0,271.755,23.4575,73.0,14.15,292.88,2788.0,1.585,15.6,13.5604204171226,-3.5709285,1770.0,144.0,23.44,11.929
0.4242857142857142,-3.7932651942857145,26.81428571428572,-3.444717026666667,757.7,0.5714285714285714,71.5548,20.01,20.0,456.2,177.9,842.3428571428572,2.584285714285714,3.2477142857142858,18561.855743476663,-2.468042775714286,1115.0,64.0,18.697142857142858,11.871
0.4242857142857142,-2.06722700238,40.27142857142857,-2.6732493461100004,70.2,0.0,83.9857142857143,36.94476190477143,2.4,25.114285714285717,393.3,893.6914285714286,2.3542857142857145,4.887142857142857,18302.80865129564,-1.5860325285714287,1828.05,142.0,34.404285714285706,19.63
1.63,-7.713700389166668,18.7,-7.713700389166668,121.3,0.0,390.22333333333336,19.7584126984,5.0,46.36666666666667,590.5,3219.5,1.9066666666666667,26.043333333333337,14.6462474073411,-7.240414483333334,2607.0,102.0,16.939999999999998,13.13
1.1966666666666663,-2.687682778333333,22.166666666666668,-2.687682778333333,30.6,0.0,102.36666666666666,20.552777777766664,10.0,28.73333333333333,147.1,1288.3333333333333,1.49,11.973333333333333,1.678235015751401,-2.5313898666666668,1090.0,115.0,19.466666666666665,15.035
1.43,-4.922635489166667,19.9,-4.922635489166667,14.0,0.0,390.33,19.584166666666665,11.0,13.2,590.5,3429.333333333333,1.893333333333333,13.045,6.318879652711001,-4.87670615,2128.0,134.0,19.14,13.13
1.27,-3.6142840875,21.325000000000003,-3.9301114633333336,37.8,0.0,273.79,19.688333333325,10.0,29.6,495.39,2568.25,1.705,9.043,12.3571483496412,-3.5208322325,2237.0,132.0,19.8275,18.08
1.3930000000000002,-5.062377429,23.805,-5.137626853333334,16.6,0.0,353.2115,23.46075,21.0,8.33,563.58,3214.2,1.8965,33.516,28.7886368338589,-4.715457174,2739.0,114.0,20.682,11.871
1.24875,-3.045920689375,27.05,-2.9635708583333336,22.2,0.0,215.95,27.058750000000003,13.0,15.95,359.0,2139.25,1.4787499999999998,23.95875,44.9529039580824,-2.83552959375,1687.0,110.0,24.8675,10.004
1.7400000000000002,-9.484708088124998,16.35,-8.12330840625,122.2,0.0,445.9,17.4100595238,5.0,35.35,590.4,3822.375,2.1675,32.745,12.7132411288389,-9.3053398775,2896.0,102.0,15.3075,16.461
1.5233333333333334,-7.546080560000001,19.066666666666663,-7.046141562500001,7.7,0.0,519.5,18.90333333333333,94.0,8.266666666666667,590.5,4183.333333333334,1.5233333333333334,19.826666666666668,12.3246588274864,-7.457896260000001,2128.0,126.0,18.61,13.13
1.5733333333333333,-7.933274006666668,19.3,-7.933274006666668,9.5,0.0,420.41333333333336,19.295,39.0,9.233333333333334,661.07,3395.333333333333,1.893333333333333,30.076666666666668,8.700836785140702,-7.52018191,2607.0,115.0,18.263333333333332,14.925
1.5475,-5.004204437499999,14.875,-4.312142868333333,24.5,0.0,299.05,14.36375,95.0,15.475,373.3,2668.25,1.855,19.102,11.6651156992454,-4.8489073825,1768.0,114.0,13.465,15.934
1.7633333333333332,-9.696748701666667,15.26666666666667,-8.905522133333333,235.5,0.0,337.5888,13.926458333333333,208.0,46.71666666666667,422.58,3988.868333333333,2.3233333333333333,32.04083333333334,18581.557682177096,-8.968644091666667,3695.0,72.0,12.631666666666668,18.168
1.592857142857143,-5.8805326626214285,17.4,-3.88761893375,77.3,0.0,446.24285714285713,16.59166666667143,2.4,15.742857142857144,507.8,3810.0,1.8657142857142857,43.362142857142864,68.55009741779315,-4.413586222857143,2348.0,88.0,15.537142857142856,25.154
1.18,-3.9270197466666663,30.03333333333333,-4.076014815,20.6,0.0,236.9333333333333,28.361666666666665,20.0,21.933333333333334,355.0,2573.0,1.9766666666666668,9.399333333333333,0.8173911046703992,-3.8501526833333335,1936.0,174.0,28.39666666666667,13.888
1.395,-3.905623531665,24.25,-3.905623531665,4.6,0.0,277.21500000000003,23.97,63.0,11.9,324.43,2984.5,1.88,11.95,14.6099362290553,-3.81991678,1685.0,143.0,23.97,11.67
1.645,-5.5116440325000005,18.075,-4.994778385,13.2,0.0,455.43,19.58625,50.0,12.1,510.45,3792.25,2.2,18.418750000000003,11.6063217553304,-5.4175848525,2041.4,139.0,17.61,14.632
1.3675,-7.399730688750001,24.15,-6.2535028225,16.3,0.0,515.4675,25.7175,50.0,9.775,590.5,4230.25,1.4875,17.5375,3.7008419928731016,-7.324187512500001,2128.0,155.0,23.37,13.13
1.16,-3.9736944,35.3,-3.9736944,0.0,0.0,179.0,32.95,34.0,13.4,179.0,1837.0,2.02,11.106,0.0,-3.89538374,544.4,162.0,29.91,16.687
1.5957142857142856,-4.822311978928572,16.92857142857143,-4.401695190833333,115.2,0.0,315.03357142857146,16.982891156457143,5.0,31.15714285714286,393.3,2725.5,2.138571428571429,15.075857142857142,13.5157355480775,-4.68457226,1828.05,102.0,15.848571428571429,18.869
0.4679999999999999,-3.920795927,20.82,-3.7117969325,747.9,0.6,92.58054,15.167000000000002,14.0,480.84,226.335,992.06,2.776,1.4484,18566.11450832901,-2.537413014,429.75,64.0,14.170000000000002,18.869
1.34,-6.067786090999999,21.76,-5.922634758333333,28.9,0.0,358.298,19.851,7.0,12.18,715.0,3071.0,1.65,32.7684,19.81578684561648,-5.12818666,3823.0,77.0,19.89,12.8
1.4233333333333331,-5.115932488333334,21.4,-5.115932488333334,11.8,0.0,359.1333333333333,21.085,64.4,15.4,393.3,3215.333333333333,1.6766666666666667,12.946666666666664,18.3148266139559,-5.027165849999999,1828.05,141.0,21.30666666666667,12.24
1.1825,-3.1444556891675,27.35,-3.622109418335,22.3,0.0,232.51125,25.878333333325,14.0,26.525,251.04,2502.0,1.6425,5.40825,5.057721750376199,-3.0991098900000003,1747.0,155.0,26.1525,11.805
1.548,-5.991736300666,18.92,-5.76003932611,7.0,0.0,387.756,19.880000000000003,63.0,6.239999999999999,495.39,3424.4,1.916,32.989999999999995,17.8314900347883,-5.615873868,2237.0,110.0,17.662,11.67
1.33,-4.651815338333333,22.03333333333333,-5.1050114475,11.8,0.0,324.9666666666667,21.775,64.4,19.166666666666668,393.3,3067.333333333333,1.4800000000000002,10.936666666666667,16.418788365009704,-4.546890593333334,1799.0,141.0,22.12333333333333,12.24
0.72,-8.8987131075,24.9,-8.8987131075,1.7000000000000028,0.0,13.16,22.0,20.0,45.85,26.32,2230.5,1.915,4.757,6.7616405670347,-8.307506275,913.0,118.0,18.41,21.19
1.48,-6.77249446,22.0,-6.77249446,1.6999999999999993,0.0,383.3,21.305,64.4,12.15,393.3,3409.0,1.5499999999999998,13.795,22.017352199406403,-6.6601920450000005,1799.0,125.0,21.485,12.24
1.4233333333333331,-4.181941799166666,17.96666666666667,-4.618460478333334,13.7,0.0,305.5966666666667,17.804166666666667,70.5,19.200000000000003,377.5,2915.833333333333,1.5983333333333336,13.37,19.6947839253083,-4.076960898333333,1770.0,126.0,18.115,11.929
1.33125,-4.8866153425,26.625,-4.994275875,6.800000000000001,0.0,317.675,26.780625,73.0,6.85,359.0,3153.0,1.4874999999999998,31.26625,10.6196906504006,-4.60192754,1770.0,110.0,24.65375,11.929
1.4449999999999998,-7.302594225,21.95,-7.302594225,9.5,0.0,346.735,22.1875,39.0,10.65,661.07,2881.5,1.7400000000000002,25.82,0.5447454572628025,-6.994806675,2506.0,115.0,20.44,14.925
1.73,-6.642368385000001,10.3,-8.08603323,5.1000000000000005,0.0,433.7000000000001,10.145,301.0,9.6,707.1,3785.0,1.68,16.62333333333333,6.612157774163709,-6.470773956666667,3459.0,112.0,10.133333333333333,18.211
1.3433333333333333,-4.882325251666666,21.23333333333333,-4.882325251666666,17.400000000000002,0.0,309.9666666666667,20.57333333333333,70.5,12.933333333333334,334.3,2996.0,1.66,20.58333333333333,8.414886401081699,-4.700214393333333,1814.0,114.0,19.313333333333333,12.8
1.586,-5.650413394999999,16.0,-5.992172611666668,27.8,0.0,414.56,15.396,7.0,13.04,715.0,3206.0,2.2960000000000003,34.4788,21.51633329744758,-4.745515072,3823.0,77.0,15.586,15.028
1.3299999999999998,-4.12317784375,20.65,-4.270685518333333,20.8,0.0,305.15875,19.691250000000004,14.0,19.1,393.3,3090.75,1.7,10.47025,21.183270950619704,-4.0699943,1799.0,126.0,19.78,12.24
1.615,-7.9914045075,18.75,-7.9914045075,2.9000000000000004,0.0,585.76,18.61,139.0,7.35,661.07,4487.0,1.79,24.6875,6.9082476877066,-7.849893675,2506.0,139.0,18.47,14.925
1.2914285714285714,-4.808978869285714,30.58571428571428,-4.789217649999999,10.2,0.0,242.2114285714285,30.587857142857143,39.0,9.571428571428571,399.57,2515.571428571429,1.5628571428571432,14.017142857142858,15.8066803816251,-4.54690715,1193.0,115.0,29.558571428571423,11.059
1.4699999999999998,-5.366103031724138,17.341379310344827,-6.279165675000001,17.200000000000003,0.0,392.1489655172414,17.163793103448278,70.5,16.813793103448276,661.07,3330.3448275862074,1.6882758620689655,15.577241379310344,7.570324925877101,-5.2651027772413785,2506.0,141.0,17.352758620689656,14.925
1.5619999999999998,-7.033189665,25.64,-6.1815784308333335,121.9,0.0,284.04,27.38209523808,5.0,56.96,627.6,2764.0,1.934,31.98,50.9855840066052,-6.390865196,3306.0,102.0,24.214,10.004
1.6411111111111112,-7.135121385002222,13.977777777777778,-8.121000639723333,6.6000000000000005,0.0,495.66666666666674,13.539444444444444,64.4,6.211111111111111,627.6,4239.888888888889,1.875555555555556,42.42555555555556,25.715445617234863,-5.867949806666667,3306.0,88.0,12.922222222222224,12.24
1.1949999999999998,-3.622109418335,28.6,-3.622109418335,22.3,0.0,238.6875,27.49666666665,14.0,20.950000000000003,251.04,2659.0,1.505,7.5255,5.057721750376199,-3.54431466,1747.0,155.0,27.875,11.805
1.5779999999999998,-6.760547379,19.72,-6.394395106666667,6.800000000000001,0.0,429.284,19.697000000000003,73.0,5.48,567.77,3666.6,1.888,39.5,17.0681939577133,-6.273552674,2607.0,110.0,17.543999999999997,11.929
1.653333333333333,-3.6641476808333335,9.566666666666666,-3.4823656525,2.8999999999999986,0.0,301.57166666666666,9.358333333333333,78.3,11.783333333333331,324.43,2807.333333333333,1.731666666666667,8.670833333333333,8.848887161030708,-3.576802061666667,1560.0,112.0,9.288333333333334,18.211
1.5459999999999998,-6.364345365,19.18,-6.3810544333333326,8.700000000000001,0.0,420.416,20.105000000000004,64.4,6.58,495.39,3580.0,1.916,32.998,19.287703071772103,-5.992857224,2237.0,110.0,17.926,12.24
1.4166666666666667,-4.445049840833334,21.6,-4.445049840833334,14.5,0.0,315.7866666666667,22.139166666666668,11.0,12.766666666666667,377.5,3098.6666666666665,1.6133333333333333,9.508333333333333,23.8432170366288,-4.357570426666667,1728.0,126.0,21.71333333333333,10.851
1.24,-1.9900654666666664,27.500000000000004,-1.9900654666666664,16.6,0.0,192.99,24.655,21.0,22.433333333333337,324.43,1975.3333333333333,1.7433333333333332,9.1,25.9901236859911,-1.95068369,1337.33,143.0,24.4,11.871
1.3147058823529412,-3.492755192941176,21.641176470588235,-4.2243432975,11.5,0.0,287.4129411764705,20.95058823529412,11.0,16.52941176470588,393.3,2803.529411764706,1.7058823529411764,9.315294117647058,14.8256456395052,-3.433608097647059,1936.0,134.0,20.42058823529412,13.888
0.4777777777777778,-5.771721603888889,24.933333333333337,-5.646943640000001,774.9,0.6666666666666666,149.4294888888889,19.281388888888888,2.0,531.2444444444444,627.6,1341.2888888888888,2.873333333333333,13.245555555555557,18578.213468821312,-4.042797561111112,3306.0,64.0,17.975555555555555,27.28
1.4366666666666668,-4.547439811943334,22.1,-4.547439811943334,10.9,0.0,332.17,21.70583333333333,11.0,12.7,510.45,3138.333333333333,1.77,13.036666666666664,16.1965363388016,-4.45296983,2041.4,134.0,21.406666666666663,11.67
1.4333333333333331,-4.754411453333333,25.166666666666664,-5.072936009999999,2.1999999999999997,0.0,215.4633333333333,26.046666666666667,67.0,10.266666666666666,510.45,2606.0,2.1266666666666665,20.585,14.830959937054898,-4.56832275,2041.4,139.0,23.08333333333333,16.53
1.5666666666666669,-6.4782790750000006,20.133333333333333,-6.0905958525,2.999999999999999,0.0,463.45,21.3925,50.0,7.199999999999999,495.39,3891.0,1.8866666666666665,19.793333333333333,23.8051363080556,-6.205277446666667,2237.0,132.0,21.78333333333333,11.059
1.498,-5.660600775,19.6,-5.477772936666667,3.7,0.0,390.452,20.775,73.0,7.439999999999999,495.39,3452.6000000000004,1.964,29.392,16.9105585562659,-5.359715086,2237.0,114.0,19.24,11.929
0.3233333333333333,-2.378223380222223,29.08888888888888,-3.938721973723333,1778.3,0.6666666666666666,43.68431111111112,23.88287994892222,2.4,1220.6333333333332,219.74,545.2533333333333,3.0077777777777777,2.123333333333333,18589.395862863003,-1.781236171111111,1519.0,132.0,22.81,15.64
1.392,-5.072100576334,23.17,-5.264036495556667,13.8,0.0,344.01,26.88116666666,50.0,15.42,495.39,3222.5,1.91,13.904,17.4148701000174,-4.907402733,2237.0,132.0,23.061,11.805
0.1222222222222222,-1.7285731062966665,38.1,-1.92678757389,81.2,0.0,27.47888888888889,45.91981481481111,1.8,24.31111111111111,67.74,509.19555555555553,2.515555555555556,4.528888888888889,18283.55034884165,-1.1407328755555557,722.66,140.0,43.06666666666667,18.6
1.582,-6.097688741,16.96,-6.505733710000001,10.8,0.0,412.7000000000001,16.943,94.0,7.540000000000001,590.5,3480.0000000000005,1.79,31.276,12.3246588274864,-5.829914746,2128.0,110.0,14.526,13.13
1.7233333333333332,-6.6359333608333335,13.966666666666669,-6.32707728125,118.8,0.0,334.3933333333333,16.616746031733335,5.0,47.8,495.39,2829.833333333333,2.25,23.906666666666663,14.4886120058937,-6.167668006666667,2237.0,102.0,14.013333333333332,18.08
0.99625,-2.5769770156250003,52.1375,-2.600685748333333,76.8,0.0,155.45375,50.1634375,2.0,50.3,324.43,1762.5,1.79,4.777,75.69388822849521,-2.55017028875,1337.33,143.0,49.291250000000005,15.028
1.5642857142857145,-8.683506081428572,20.485714285714284,-8.650677778333334,234.3,0.0,500.0475428571429,19.224107142857143,94.0,39.371428571428574,590.5,3950.1728571428575,1.822857142857143,23.07642857142857,18578.931092209503,-7.866878407142858,2607.0,72.0,17.97142857142857,13.13
0.486,-4.79878648,22.72,-4.826782863333333,771.4,0.6,118.02053999999998,16.355,21.0,474.18,425.2,1117.46,2.572,4.67,18574.560849330595,-3.3935564300000003,1941.0,64.0,15.13,11.871
1.6166666666666665,-7.676565001666667,17.1,-7.676565001666667,8.100000000000001,0.0,357.3333333333333,17.028333333333332,39.0,11.5,690.1,3012.666666666667,1.87,22.75,9.9466007676357,-7.531256626666666,2750.0,115.0,15.973333333333333,14.32
1.445,-3.760254931111666,16.0,-3.839855042223333,7.1,0.0,254.405,15.452777777783334,57.0,14.933333333333334,324.43,3238.666666666667,1.8916666666666664,12.85,20.279550823483103,-3.70680147,1629.0,126.0,15.528333333333332,11.525
1.7383333333333335,-8.609183385000001,16.966666666666665,-8.130527255,4.6,0.0,560.3033333333334,17.236666666666668,73.0,7.166666666666666,563.58,4766.333333333333,2.05,36.568333333333335,18.7171327461573,-8.06705411,2739.0,136.0,17.683333333333337,11.504
1.452,-2.904203566,16.619999999999997,-3.3202544787500003,96.8,0.0,74.13999999999999,17.404095238080004,5.0,68.91999999999999,115.3,929.4,1.866,11.6568,13.0084380818387,-2.5674693800000004,692.68,102.0,14.16,17.964
1.5033333333333332,-4.314117033333334,18.5,-3.902288265,20.3,0.0,337.645,17.693333333333335,14.0,18.56666666666667,393.3,2939.0,2.06,12.256999999999998,11.384271891825,-4.27864364,1828.05,142.0,17.79,18.869
1.395,-4.38651669875,21.35,-4.29839256,7.1,0.0,164.54500000000002,21.50125,39.0,14.175,300.5,2028.75,1.875,20.595,18.8061264351135,-4.1236732725,1770.0,115.0,19.945,11.929
0.3475,-2.2099014981250003,16.45,-2.72174203875,1776.9,0.75,75.15235,11.400625,70.5,1355.775,290.8,761.66,3.3875,2.8687500000000004,18585.01414281109,-1.5335071299999998,933.47,141.0,10.5525,18.828
1.79,-9.08931292,8.333333333333334,-9.0291125525,5.4,0.0,664.5266666666666,8.496666666666666,7.0,2.8,715.0,4433.666666666666,2.4333333333333336,91.97333333333331,5.3234607533209815,-5.9902265833333335,3823.0,77.0,9.276666666666667,24.383
0.84,-4.141856427857142,14.157142857142858,-4.2187233625000005,763.5,0.4285714285714285,173.17610000000002,10.227857142857143,124.0,343.7142857142857,300.5,1867.1857142857143,2.56,7.865714285714286,18580.3672245575,-3.1358291357142853,1357.77,64.0,9.472857142857144,20.292
0.9225,-5.23397679078125,23.2125,-5.635591752916667,63.6,0.0,253.53375,25.704453125,19.0,36.1,563.58,2522.52,2.2525,13.606625,13.0179953260585,-4.643431863750001,2739.0,103.0,18.97625,14.632
1.5,-5.424918005,20.0,-5.424918005,0.0,0.0,359.0,20.44,162.0,2.6,359.0,3173.0,1.9,50.21,0.0,-4.90201039,1687.0,110.0,14.61,16.345
1.6017241379310343,-5.172272872413793,17.155172413793103,-5.1130874083333335,9.2,0.0,380.7206896551724,17.232068965517243,30.0,9.441379310344828,393.3,3250.344827586207,2.063448275862069,22.88689655172413,20.0861152097702,-5.021851593103448,1828.05,110.0,16.043793103448277,10.851
0.4833333333333333,-5.347298441666666,18.866666666666667,-5.937804978333332,771.6,0.6666666666666666,88.05226666666667,13.498333333333331,67.0,523.2333333333333,446.7,983.4,2.9066666666666667,7.028333333333333,18578.35226826842,-3.778030376666667,2183.0,64.0,11.57,14.65
1.4875,-4.8382597541675,22.05,-4.44150977889,23.3,0.0,311.80875,21.509166666675,14.0,14.775,510.45,3511.0,1.8875,14.44775,16.749029248648803,-4.747246995,2041.4,139.0,21.6725,11.525
1.0266666666666666,-2.07605622,37.66666666666667,-1.977745565,7.399999999999999,0.0,153.69333333333333,36.016666666666666,12.0,27.433333333333334,162.09,1715.6666666666663,1.3966666666666667,5.238,26.682254215598203,-2.0612451233333333,1050.0,172.0,35.13666666666667,11.03
0.534,-4.69447016,21.500000000000004,-4.652922330000001,771.8,0.6,132.05854,15.745,21.0,474.1,495.39,1199.06,2.72,7.158,18578.47165667865,-3.2432995900000003,2237.0,64.0,14.55,11.871
0.4659999999999999,-4.793825019,26.46,-4.818513761666667,771.4,0.6,115.12654,21.519,13.0,473.84,425.2,1194.66,2.55,4.386,18574.560849330595,-3.3928090400000004,1941.0,64.0,20.484,10.004
1.6233333333333335,-8.53905763,17.433333333333334,-8.53905763,6.0,0.0,497.1,17.261666666666667,110.0,5.800000000000001,707.1,4200.666666666667,1.7799999999999998,32.81333333333333,5.306043486999302,-8.221685516666666,3459.0,110.0,15.416666666666668,13.58
1.37,-2.87380671625,15.725,-4.5076135175,21.6,0.0,192.775,14.642500000000002,95.0,24.8,425.2,1775.0,1.6224999999999998,8.8385,2.4306334240036005,-2.7831356525,1941.0,140.0,14.830000000000002,13.58
1.2666666666666666,-4.0790768716666665,26.5,-4.0790768716666665,23.6,0.0,292.6566666666667,25.359166666666667,20.0,16.833333333333332,399.57,2986.333333333333,1.7766666666666668,8.191333333333333,25.7007041869032,-4.007175456666666,1357.77,126.0,25.49,11.059
0.5866666666666667,-5.589076443333333,15.366666666666667,-6.0052187125,771.8,0.6666666666666666,167.40393333333333,10.616666666666667,330.0,522.7333333333333,495.39,1382.7333333333331,3.053333333333333,9.01,18578.47165667865,-3.943162376666667,2237.0,64.0,9.533333333333331,18.08
1.3633333333333333,-3.235055141666667,17.0,-3.34645506125,3.1999999999999997,0.0,270.87333333333333,16.261666666666667,11.0,18.633333333333333,300.5,2718.0,1.84,8.256666666666666,7.780571551182501,-3.1998896,1357.77,126.0,15.653333333333334,20.292
1.665714285714286,-5.147633918571429,16.014285714285716,-3.9731329033333336,21.4,0.0,385.70714285714286,15.890714285714283,39.0,12.8,510.45,3222.428571428572,2.1757142857142853,20.34042857142857,6.518282002375498,-4.99967792,2041.4,115.0,15.502857142857144,17.964
1.36,-4.485417596666666,22.93333333333333,-4.485417596666666,12.0,0.0,306.53333333333336,24.07333333333333,50.0,15.4,324.43,3035.6666666666665,1.9533333333333331,11.266666666666666,10.019721645584102,-4.417156473333334,1814.0,143.0,21.386666666666667,12.8
1.3449999999999998,-4.078406172499999,18.65,-4.210989956666666,22.1,0.0,283.03375,17.15875,14.0,18.775,304.8,2962.0,1.735,11.14775,14.2527162284888,-4.0279427100000005,1814.0,126.0,17.1975,12.8
1.098,-2.51814602,33.44,-2.29516211,11.5,0.0,209.108,32.126000000000005,13.0,29.8,226.335,2304.6,1.602,4.0568,38.88662351430649,-2.507828548,1000.0,155.0,32.262,10.004
1.38,-5.276298124443334,26.13333333333333,-5.276298124443334,5.200000000000001,0.0,301.46333333333337,25.94333333333333,34.0,10.4,495.39,2881.666666666667,1.84,16.348666666666666,21.7579492714589,-5.0869161300000005,2237.0,132.0,25.020000000000003,11.67
1.07,-2.0730341675000004,31.65,-1.873390805,4.799999999999997,0.0,153.5675,28.7125,12.0,28.7,162.09,1676.75,1.53,5.0215000000000005,15.098795377650898,-2.0565511625,1092.0,172.0,28.1325,12.188
1.24,-3.8137718075,20.775,-4.46173344,39.6,0.0,271.02875,17.914166666649997,10.0,32.625,563.58,2569.0,1.485,12.60275,11.934107691776,-3.6530325625,2739.0,136.0,18.020000000000003,18.869
1.83,-9.19463357,14.0,-9.19463357,0.0,0.0,567.77,13.51,430.0,6.4,567.77,4423.0,2.2,38.59,0.0,-8.57093238,2607.0,134.0,13.91,16.76
